,目次,聲,等,呼,韻部,調,攝,反切,寬式中古擬音,廣通中古拼音,推導南京音,字,修改避重複音,改後擬音,改後拼音,小韻字數,平水韻目,訛字
1864,上38梗,匣,二,開,庚,上,梗,何梗,ɣʅæŋ˨˦ 'x,xrä́ng,hen4,杏莕荇,,ɣʅæŋ˨˦ 'x,xrä́ng,3,梗,
736,下平7歌,曉,一,開,歌,平,果,虎何,xɒ˧˧,hö,ho1,訶呵𩑸㱒抲,,xɒ˧˧,hö,5,歌,
735,下平7歌,匣,一,開,歌,平,果,胡歌,ɣɒ˧˧,xö,ho2,何河荷菏苛蚵鲄,,ɣɒ˧˧,xö,7,歌,
753,下平8戈,匣,一,合,戈,平,果,戸戈,ɣuɒ˧˧,xuö,ho2,和咊𤖱䒩㗻禾龢鉌盉,,ɣuɒ˧˧,xuö,9,歌,
1741,上33哿,曉,一,開,歌,上,果,虚我,xɒ˨˦ 'x,hö́,ho3,㰤㗿㪃㪋𩑸,,xɒ˨˦ 'x,hö́,5,哿,
1759,上34果,曉,一,合,戈,上,果,呼果,xuɒ˨˦ 'x,huö́,ho3,火邩,,xuɒ˨˦ 'x,huö́,2,哿,
1740,上33哿,匣,一,開,歌,上,果,胡可,ɣɒ˨˦ 'x,xö́,ho4,荷何,,ɣɒ˨˦ 'x,xö́,2,哿,
1758,上34果,匣,一,合,戈,上,果,胡果,ɣuɒ˨˦ 'x,xuö́,ho4,禍𥚁(𥙯)夥𡖿𣄸輠𨘌,,ɣuɒ˨˦ 'x,xuö́,7,哿,
2824,去38箇,匣,一,開,歌,去,果,胡箇,ɣɒ˧˩ 'h,xö̀,ho4,賀袔𧝂㵑,,ɣɒ˧˩ 'h,xö̀,4,箇,
2833,去38箇,曉,一,開,歌,去,果,呼箇,xɒ˧˩ 'h,hö̀,ho4,呵㰤,,xɒ˧˩ 'h,hö̀,2,箇,
2836,去39過,匣,一,合,戈,去,果,胡卧,ɣuɒ˧˩ 'h,xuö̀,ho4,和盉俰,,ɣuɒ˧˩ 'h,xuö̀,3,箇,
2848,去39過,曉,一,合,戈,去,果,呼臥,xuɒ˧˩ 'h,huö̀,ho4,貨,,xuɒ˧˩ 'h,huö̀,1,箇,
3773,入27合,匣,一,開,覃,入,咸,侯閤,ɣɒp˥,xöp,ho5,合郃榙䢔㭘詥耠𡇶𪘁𦳬盒,,ɣɒp˥,xöp,11,合,
3784,入27合,曉,一,開,覃,入,咸,呼合,xɒp˥,höp,ho5,欱(喝)㽺𣣹㾑,,xɒp˥,höp,4,合,
3789,入28盍,匣,一,開,談,入,咸,胡臘,ɣap˥,xap,ho5,盍闔𨶩嗑蓋𧪞篕㧁𨜴熆,,ɣap˥,xap,10,合,
3793,入28盍,曉,一,開,談,入,咸,呼盍,xap˥,hap,ho5,𣣹𩵢㽺,,xap˥,hap,3,合,
3390,入12曷,匣,一,開,寒,入,山,胡葛,ɣat˥,xat,ho5,曷褐毼鶡蝎餲䫘𩩲骱㮫鞨,,ɣat˥,xat,11,曷,
3391,入12曷,曉,一,開,寒,入,山,許葛,xat˥,hat,ho5,䫘𠿒喝猲𦤦㿣暍𩡔,,xat˥,hat,8,曷,
3412,入13末,匣,一,合,桓,入,山,戸括,ɣuat˥,xuat,ho5,活𣽅䄆越鬠佸秳姡,,ɣuat˥,xuat,8,曷,
3414,入13末,曉,一,合,桓,入,山,呼括,xuat˥,huat,ho5,豁𧯆奯濊𤃴泧𣁳眓,,xuat˥,huat,8,曷,
3387,入11沒,匣,一,開,痕,入,臻,下没,ɣot˥,xot,ho5,麧𥝖齕紇淈,,ɣot˥,xot,5,月,
3580,入19鐸,曉,一,開,唐,入,宕,呵各,xak˥,hak,ho5,𦞦鄗壑㕡蠚謞郝鰝熇嗃矐,,xak˥,hak,11,藥,
3582,入19鐸,匣,一,開,唐,入,宕,下各,ɣak˥,xak,ho5,涸鶴貈貉狢𠗂佫䮤𥉑䅂䶅,,ɣak˥,xak,11,藥,
3586,入19鐸,曉,一,合,唐,入,宕,虚郭,xuak˥,huak,ho5,霍靃霩䁨藿矐彉彍攉瀖劐癨,,xuak˥,huak,12,藥,
3589,入19鐸,匣,一,合,唐,入,宕,胡郭,ɣuak˥,xuak,ho5,穫鑊㦜檴𤐰濩擭䨥𤻙𢋒,,ɣuak˥,xuak,10,藥,
901,下平13耕,曉,二,合,耕,平,梗,呼宏,xʯɛŋ˧˧,hweng,hong1,轟輷䎕揈訇鍧渹𦑟𥕗𢝁,,xʯɛŋ˧˧,hweng,10,庚,
32,上平1東,曉,一,開,東,平,通,呼東,xuŋ˧˧,hung,hong1,烘叿魟谾𩐠𩗄,,xuŋ˧˧,hung,6,東,
979,下平17登,曉,一,合,登,平,曾,呼肱,xuəŋ˧˧,huëng,hong1,薨𠐿𩖉𩙛𤃫,,xuəŋ˧˧,huëng,5,蒸,
40,上平2冬,匣,一,開,冬,平,通,戸冬,ɣoŋ˧˧,xong,hong2,䃔洚㗢𩘎,,ɣoŋ˧˧,xong,4,冬,
893,下平13耕,匣,二,合,耕,平,梗,戸萌,ɣʯɛŋ˧˧,xweng,hong2,宏紘紭閎嶸嵤𧮯耾翃浤竑宖鈜吰𥐪彋,,ɣʯɛŋ˧˧,xweng,16,庚,
25,上平1東,匣,一,開,東,平,通,戸公,ɣuŋ˧˧,xung,hong2,紅洪鉷訌虹仜鴻葒葓谼䉺䪦𦏼䫹𨾊烘洚渱𨹁䧆魟䂫,,ɣuŋ˧˧,xung,22,東,
977,下平17登,匣,一,合,登,平,曾,胡肱,ɣuəŋ˧˧,xuëng,hong2,弘鞃苰,,ɣuəŋ˧˧,xuëng,3,蒸,
1168,上1懂,曉,一,開,東,上,通,呼孔,xuŋ˨˦ 'x,húng,hong3,嗊𢦅,,xuŋ˨˦ 'x,húng,2,董,
1163,上1懂,匣,一,開,東,上,通,胡孔,ɣuŋ˨˦ 'x,xúng,hong4,澒鴻𧋔𠳃汞,,ɣuŋ˨˦ 'x,xúng,5,董,
2123,去2宋,匣,一,開,冬,去,通,乎宋,ɣoŋ˧˩ 'h,xòng,hong4,䃔㗢,,ɣoŋ˧˩ 'h,xòng,2,宋,
2972,去44諍,曉,二,合,耕,去,梗,呼迸,xʯɛŋ˧˩ 'h,hwèng,hong4,轟輷,,xʯɛŋ˧˩ 'h,hwèng,2,敬,
2113,去1送,匣,一,開,東,去,通,胡貢,ɣuŋ˧˩ 'h,xùng,hong4,哄烘港閧蕻,,ɣuŋ˧˩ 'h,xùng,5,送,
2118,去1送,曉,一,開,東,去,通,呼貢,xuŋ˧˩ 'h,hùng,hong4,烘戇,,xuŋ˧˩ 'h,hùng,2,送,
1023,下平19侯,曉,一,開,侯,平,流,呼侯,xu˧˧,hu,hou1,齁𪅺,,xu˧˧,hu,2,尤,
1017,下平19侯,匣,一,開,侯,平,流,戸鉤,ɣu˧˧,xu,hou2,侯矦𥎦帿鄇䫛鍭銗猴糇翭翵餱喉篌鯸㮢𧮶瘊䗔葔骺睺䙈,,ɣu˧˧,xu,24,尤,
1965,上45厚,曉,一,開,侯,上,流,呼后,xu˨˦ 'x,hú,hou3,吼吽呴㸸𤘽蚼㖃,,xu˨˦ 'x,hú,7,有,
3061,去50候,匣,一,開,侯,去,流,胡遘,ɣu˧˩ 'h,xù,hou4,候鮜鄇逅訽睺后後堠鱟鍭厚䞧䞀𣣠,,ɣu˧˩ 'h,xù,15,宥,
3075,去50候,曉,一,開,侯,去,流,呼漏,xu˧˩ 'h,hù,hou4,蔻豞䪷詬訽吼㰯㖃佝怐,,xu˧˩ 'h,hù,10,宥,
1955,上45厚,匣,一,開,侯,上,流,胡口,ɣu˨˦ 'x,xú,hou4,厚垕後𨒥后郈㖃,,ɣu˨˦ 'x,xú,7,有,
284,上平11模,曉,一,開,模,平,遇,荒烏,xo˧˧,ho,hu1,呼嘑虖𧦝歑戲謼膴幠葫恗軤虍苸雐䰧滹,,xo˧˧,ho,17,虞,
280,上平11模,匣,一,開,模,平,遇,戸吳,ɣo˧˧,xo,hu2,胡𩑶𠴱壷(壺)狐瓳餬瑚湖鶘猢醐𪏻䊀𪍒糊弧乎𠀒𪕱瓠葫㾰魱箶䉉𥶜𧛞㯛虖𧍵蝴,,ɣo˧˧,xo,30,虞,
1385,上10姥,曉,一,開,模,上,遇,呼古,xo˨˦ 'x,hó,hu3,虎琥戽滸𨛵萀䗂,,xo˨˦ 'x,hó,7,麌,
2349,去11暮,匣,一,開,模,去,遇,胡誤,ɣo˧˩ 'h,xò,hu4,護瓠互枑韄冱嫭頀濩䨼鱯婟擭䇘𧥮𦊂𦬚,,ɣo˧˩ 'h,xò,17,遇,
2359,去11暮,曉,一,開,模,去,遇,荒故,xo˧˩ 'h,hò,hu4,謼戽,,xo˧˩ 'h,hò,2,遇,
1389,上10姥,匣,一,開,模,上,遇,侯古,ɣo˨˦ 'x,xó,hu4,戶(戸户)楛扈怙鄠帍祜昈𡻮岵芐雇𩿇𪄮𨛸婟戽㕆洿𡜂酤滬簄,,ɣo˨˦ 'x,xó,23,麌,
3184,入1屋,匣,一,開,東,入,通,胡谷,ɣuk˥,xuk,hu5,縠槲斛螜𧂔礐觳蔛𣫈𣹬䶜㽇䈸焀,,ɣuk˥,xuk,14,屋,
3190,入1屋,曉,一,開,東,入,通,呼木,xuk˥,huk,hu5,嗀豰熇𦞦𧹲㷤嚛,,xuk˥,huk,7,屋,
3378,入11沒,曉,一,合,魂,入,臻,呼骨,xuot˥,huot,hu5,忽昒㾁匫寣笏䩐曶𨑥啒𣓗㦌𦁕䝆惚,,xuot˥,huot,17,月,
3388,入11沒,匣,一,合,魂,入,臻,戸骨,ɣuot˥,xuot,hu5,搰扢𣝗𦗣𦖼抇鶻尳㨡𡰅滑,,ɣuot˥,xuot,11,月,
3231,入2沃,匣,一,開,冬,入,通,胡沃,ɣok˥,xok,hu5,鵠㿥翯隺𤌍頶𨴬礐,,ɣok˥,xok,8,沃,
3236,入2沃,曉,一,開,冬,入,通,火酷,xok˥,hok,hu5,熇臛嚛歊,,xok˥,hok,4,沃,
331,上平13佳,曉,二,合,佳,平,蟹,火媧,xʯɛ˧˧,hwe,hua1,竵(歪)𦶎𡁑𩝨,,xʯɛ˧˧,hwe,4,佳,
775,下平9麻,曉,二,合,麻,平,假,呼瓜,xʯa˧˧,hwa,hua1,華花譁嘩鷨,,xʯa˧˧,hwa,4,麻,
339,上平13佳,匣,二,合,佳,平,蟹,戸媧,ɣʯɛ˧˧,xwe,hua2,鼃,,ɣʯɛ˧˧,xwe,1,佳,
773,下平9麻,匣,二,合,麻,平,假,戸花,ɣʯa˧˧,xwa,hua2,華驊鋘鏵釫樺崋划鷨𧑍譁嘩,,ɣʯa˧˧,xwa,10,麻,
1422,上12蟹,曉,二,合,佳,上,蟹,花夥,xʯɛ˨˦ 'x,hwé,hua3,扮,,xʯɛ˨˦ 'x,hwé,1,蟹,
2456,去15卦,匣,二,合,佳,去,蟹,胡卦,ɣʯɛ˧˩ 'h,xwè,hua4,畫詿罣絓澅黊繣纗孈,,ɣʯɛ˧˩ 'h,xwè,9,卦,
2467,去15卦,曉,二,合,佳,去,蟹,呼卦,xʯɛ˧˩ 'h,hwè,hua4,諣,,xʯɛ˧˩ 'h,hwè,1,卦,
2879,去40禡,匣,二,合,麻,去,假,胡化,ɣʯa˧˩ 'h,xwà,hua4,摦㕦崋華樺鳠檴,,ɣʯa˧˩ 'h,xwà,7,禡,
2880,去40禡,曉,二,合,麻,去,假,呼霸,xʯa˧˩ 'h,hwà,hua4,化匕諣杹𩲏𩵏,,xʯa˧˩ 'h,hwà,6,禡,
1421,上12蟹,匣,二,合,佳,上,蟹,懷𠁥,ɣʯɛ˨˦ 'x,xwé,hua4,夥,,ɣʯɛ˨˦ 'x,xwé,1,蟹,
1784,上35馬,匣,二,合,麻,上,假,胡瓦,ɣʯa˨˦ 'x,xwá,hua4,踝稞𡱏𦖍黊蘳觟𩸄𢦚輠䴹,,ɣʯa˨˦ 'x,xwá,11,馬,
3427,入14黠,匣,二,合,山,入,山,戸八,ɣʯæt˥,xwät,hua5,滑猾䱻磆螖䴳𧽌鶻,,ɣʯæt˥,xwät,8,黠,
3452,入15鎋,匣,二,合,刪,入,山,下刮,ɣʯat˥,xwat,hua5,頢𤁪𦧠敌舌(𠯑)姡咶,,ɣʯat˥,xwat,7,黠,
3438,入14黠,曉,二,開,山,入,山,呼八,xʅæt˥,hrät,hua5,傄䀨,,xʅæt˥,hrät,2,黠,
532,上平26桓,曉,一,合,桓,平,山,呼官,xuan˧˧,huan,huang1,歡懽驩貆貛𪈩鴅酄獾犿𡚊讙𠂄,,xuan˧˧,huan,13,寒,
844,下平11唐,曉,一,合,唐,平,宕,呼光,xuaŋ˧˧,huang,huang1,荒𥡃肓衁𩣐鄺𥿼㠵𧧢(𧧮)䀮𣆖㡆巟𣺬,,xuaŋ˧˧,huang,14,陽,
543,上平27刪,匣,二,合,刪,平,山,戸關,ɣʯan˧˧,xwan,huang2,還環𠟼鬟寰闤糫鍰圜鐶轘𡍦䍺𦏖郇澴𩙽䭴㡲𦣴,,ɣʯan˧˧,xwan,20,刪,
573,上平28山,匣,二,合,山,平,山,獲頑,ɣʯæn˧˧,xwän,huang2,湲,,ɣʯæn˧˧,xwän,1,刪,
522,上平26桓,匣,一,合,桓,平,山,胡官,ɣuan˧˧,xuan,huang2,完桓䴟𩾞丸瓛紈𦼉(雚)萑洹汍絙芄豲梡荁莞綄𦏊萈貆狟峘㿪䎠垸寏院捖,,ɣuan˧˧,xuan,27,寒,
845,下平11唐,匣,一,合,唐,平,宕,胡光,ɣuaŋ˧˧,xuang,huang2,黃皇璜惶遑潢堭煌餭騜艎簧隍癀𨝴湟徨篁鱑蝗凰偟媓獚蟥韹𨜔䍿䅣𤯷葟趪鰉撗崲磺葟,,ɣuaŋ˧˧,xuang,32,陽,
1824,上36養,曉,三,合,陽,上,宕,許昉,xʉaŋ˨˦ 'x,hüáng,huang3,怳𧧢(𧧮詤謊),,xʉaŋ˨˦ 'x,hüáng,2,養,
1848,上37蕩,曉,一,合,唐,上,宕,呼晃,xuaŋ˨˦ 'x,huáng,huang3,慌爌𡧽䁜㬻𣆖𧧢(詤謊),,xuaŋ˨˦ 'x,huáng,7,養,
2913,去41漾,曉,三,合,陽,去,宕,許訪,xʉaŋ˧˩ 'h,hüàng,huang4,況况𣍦貺,,xʉaŋ˧˩ 'h,hüàng,4,漾,
1846,上37蕩,匣,一,合,唐,上,宕,胡廣,ɣuaŋ˨˦ 'x,xuáng,huang4,晃幌櫎榥滉攩皝,,ɣuaŋ˨˦ 'x,xuáng,7,養,
1561,上24緩,匣,一,合,桓,上,山,胡管,ɣuan˨˦ 'x,xuán,huang4,緩澣浣綄㬊䁔𧡩梡棵𧶲鰀嵈晥䈠,,ɣuan˨˦ 'x,xuán,14,旱,
2938,去42宕,匣,一,合,唐,去,宕,乎曠,ɣuaŋ˧˩ 'h,xuàng,huang4,攩擴潢暀,,ɣuaŋ˧˩ 'h,xuàng,4,漾,
2941,去42宕,曉,一,合,唐,去,宕,呼浪,xuaŋ˧˩ 'h,huàng,huang4,荒,,xuaŋ˧˩ 'h,huàng,1,漾,
1584,上25潸,匣,二,合,刪,上,山,戸板,ɣʯan˨˦ 'x,xwán,huang4,睆睅𪍺鯇䴷皖莞,,ɣʯan˨˦ 'x,xwán,7,潸,
2647,去29換,匣,一,合,桓,去,山,胡玩,ɣuan˧˩ 'h,xuàn,huang4,換逭𩁧肒垸䯘漶䀓𤴯,,ɣuan˧˩ 'h,xuàn,9,翰,
2657,去29換,曉,一,合,桓,去,山,火貫,xuan˧˩ 'h,huàn,huang4,喚嚾𡅻煥奐渙𥈉喛,,xuan˧˩ 'h,huàn,8,翰,
2673,去30諫,匣,二,合,刪,去,山,胡慣,ɣʯan˧˩ 'h,xwàn,huang4,患𢠶擐宦轘豢䍺槵繯,,ɣʯan˧˩ 'h,xwàn,9,諫,
2687,去31襇,匣,二,合,山,去,山,胡辨,ɣʯæn˧˩ 'h,xwä̀n,huang4,幻,,ɣʯæn˧˩ 'h,xwä̀n,1,諫,
349,上平14皆,曉,二,合,皆,平,蟹,呼懷,xʯæi˧˧,hwäi,huä1,虺,,xʯæi˧˧,hwäi,1,佳,
345,上平14皆,匣,二,合,皆,平,蟹,戸乖,ɣʯæi˧˧,xwäi,huä2,懷褱櫰槐㜳𪊉㠢𤜄淮褢𧞷瀤,,ɣʯæi˧˧,xwäi,12,佳,
2481,去16怪,匣,二,合,皆,去,蟹,胡怪,ɣʯæi˧˩ 'h,xwä̀i,huä4,壞𡎯蘾,,ɣʯæi˧˩ 'h,xwä̀i,3,卦,
2485,去16怪,曉,二,合,皆,去,蟹,火怪,xʯæi˧˩ 'h,hwä̀i,huä4,𧱳躛𣟉𣸎咶,,xʯæi˧˩ 'h,hwä̀i,5,卦,
2492,去17夬,匣,二,合,夬,去,蟹,下快,ɣʯaj˧˩ 'h,xwàj,huä4,話,,ɣʯaj˧˩ 'h,xwàj,1,卦,
2502,去17夬,曉,二,合,夬,去,蟹,火夬,xʯaj˧˩ 'h,hwàj,huä4,咶,,xʯaj˧˩ 'h,hwàj,1,卦,
3734,入25德,匣,一,合,登,入,曾,胡國,ɣuək˥,xuëk,huä5,或惑蜮䰥𡿿,,ɣuək˥,xuëk,5,職,
3742,入25德,曉,一,合,登,入,曾,呼或,xuək˥,huëk,huä5,𢃤𥇙,,xuək˥,huëk,2,職,
3602,入20陌,匣,二,合,庚,入,梗,胡伯,ɣʯæk˥,xwäk,huä5,嚄𡄴,,ɣʯæk˥,xwäk,2,陌,
3617,入20陌,曉,二,合,庚,入,梗,虎伯,xʯæk˥,hwäk,huä5,謋諕漷砉𦒧湱硅𢝇,,xʯæk˥,hwäk,8,陌,
3625,入21麥,匣,二,合,耕,入,梗,胡麥,ɣʯɛk˥,xwek,huä5,獲畫嫿劃鱯彠㗲咟,,ɣʯɛk˥,xwek,8,陌,
3634,入21麥,曉,二,合,耕,入,梗,呼麥,xʯɛk˥,hwek,huä5,剨繣𦑌㦎劃捇掝㖪礊䐸焃㩇𢄶𨐶𥊮湱𤷇䦝𤁹䬉𠜻,,xʯɛk˥,hwek,21,陌,
212,上平8微,曉,三,合,微,平,止,許歸,xʉəi˧˧,hüëi,huei1,揮煇輝暉徽翬褘鰴楎幑瀈㫎𤟤,,xʉəi˧˧,hüëi,13,微,
91,上平5支,曉,三,合,支B,平,止,許爲,xʉɪ˧˧,hüï,huei1,𪎮麾噅𩻟䧦撝,,xʉɪ˧˧,hüï,6,支,
94,上平5支,曉,三,合,支A,平,止,許規,xyɪ˧˧,hvï,huei1,隳隓墮眭觿睢䜐鑴蘳,,xyɪ˧˧,hvï,9,支,
177,上平6脂,曉,三,合,脂A,平,止,許維,xyi˧˧,hvi,huei1,倠婎睢眭𢊄,,xyi˧˧,hvi,6,支,
364,上平15灰,曉,一,合,灰,平,蟹,呼恢,xuɒi˧˧,huöi,huei1,灰䖶鼽豗㾯虺,,xuɒi˧˧,huöi,6,灰,
322,上平12齊,曉,四,合,齊,平,蟹,呼攜,xyɛi˧˧,hvei,huei1,睳,,xyɛi˧˧,hvei,1,齊,
367,上平15灰,匣,一,合,灰,平,蟹,戸恢,ɣuɒi˧˧,xuöi,huei2,回洄迴槐徊瑰蚘蛔蛕佪烠𤜡𩢱茴,,ɣuɒi˧˧,xuöi,13,灰,
318,上平12齊,匣,四,合,齊,平,蟹,戸圭,ɣyɛi˧˧,xvei,huei2,攜携蠵鑴窐𩰳畦驨𪈥雟酅𢥘𦋅𣫴𡸔纗讗㔒䙵黊𡰢眭觿䀘,,ɣyɛi˧˧,xvei,23,齊,
1319,上7尾,曉,三,合,微,上,止,許偉,xʉəi˨˦ 'x,hüë́i,huei3,虺𤈦𩃾虫卉,,xʉəi˨˦ 'x,hüë́i,5,尾,
1205,上4紙,曉,三,合,支B,上,止,許委,xʉɪ˨˦ 'x,hüḯ,huei3,毁(毀)燬檓毇𥶵𠷏譭㩓烜𡢕,,xʉɪ˨˦ 'x,hüḯ,10,紙,
1282,上5旨,曉,三,合,脂A,上,止,火癸,xyi˨˦ 'x,hví,huei3,䁤,,xyi˨˦ 'x,hví,1,紙,
1428,上14賄,曉,一,合,灰,上,蟹,呼罪,xuɒi˨˦ 'x,huö́i,huei3,賄𧶅䏨燘悔蛕㷄,,xuɒi˨˦ 'x,huö́i,7,賄,
2183,去5寘,曉,三,合,支B,去,止,況僞,xʉɪ˧˩ 'h,hüï̀,huei4,毁,,xʉɪ˧˩ 'h,hüï̀,1,寘,
2195,去5寘,曉,三,合,支A,去,止,呼恚,xyɪ˧˩ 'h,hvï̀,huei4,孈,,xyɪ˧˩ 'h,hvï̀,1,寘,
2211,去6至,曉,三,合,脂B,去,止,許位,xʉi˧˩ 'h,hüì,huei4,豷燹,,xʉi˧˩ 'h,hüì,2,寘,
2234,去6至,曉,三,合,脂A,去,止,香季,xyi˧˩ 'h,hvì,huei4,䁤婎睢,,xyi˧˩ 'h,hvì,3,寘,
2245,去6至,曉,三,合,脂A,去,止,火季,xyi˧˩ 'h,hvì,huei4,侐,改匣母 穴季切,ɣyi˧˩ 'h,xvì,1,寘,
2283,去8未,曉,三,合,微,去,止,許貴,xʉəi˧˩ 'h,hüë̀i,huei4,諱卉芔泋,,xʉəi˧˩ 'h,hüë̀i,4,未,
2431,去14泰,匣,一,合,泰,去,蟹,黃外,ɣuaj˧˩ 'h,xuàj,huei4,會䢈𨘇禬繪檜,,ɣuaj˧˩ 'h,xuàj,5,泰,
2435,去14泰,曉,一,合,泰,去,蟹,呼會,xuaj˧˩ 'h,huàj,huei4,𧬨噦翽鐬渙濊,,xuaj˧˩ 'h,huàj,6,泰,
1435,上14賄,匣,一,合,灰,上,蟹,胡罪,ɣuɒi˨˦ 'x,xuö́i,huei4,瘣溾㱱䜋匯廆䕇輠𨝀,,ɣuɒi˨˦ 'x,xuö́i,9,賄,
2420,去20廢,曉,三,合,廢,去,蟹,呼吠？,xʉɒj˧˩ 'h,hüö̀j,huei4,䂕,改疑母 呀吠切,ŋʉɒj˧˩ 'h,ngüö̀j,1,隊,
2511,去18隊,曉,一,合,灰,去,蟹,荒内,xuɒi˧˩ 'h,huö̀i,huei4,誨悔晦𠧩靧頮秏痗𩔁詯𣴵,,xuɒi˧˩ 'h,huö̀i,11,隊,
2518,去18隊,匣,一,合,灰,去,蟹,胡對,ɣuɒi˧˩ 'h,xuö̀i,huei4,潰迴繢嬇殨闠䔇螝詯膭僓䜋䛛,,ɣuɒi˧˩ 'h,xuö̀i,13,隊,
2525,去18隊,匣,一,合,灰,去,蟹,胡輩,ɣuɒi˧˩ 'h,xuö̀i,huei4,蚚,改群母 期輩切,guɒi˧˩ 'h,guö̀i,1,隊,
2546,去20廢,曉,三,合,廢,去,蟹,許穢,xʉɒj˧˩ 'h,hüö̀j,huei4,喙𤸁𣨶𧾣餯顪,,xʉɒj˧˩ 'h,hüö̀j,6,隊,
2375,去12霽,匣,四,合,齊,去,蟹,胡桂,ɣyɛi˧˩ 'h,xvèi,huei4,慧憓潓惠蟪蕙橞繐㩨儶譓鏸𦒎,,ɣyɛi˧˩ 'h,xvèi,13,霽,
2377,去12霽,曉,四,合,齊,去,蟹,呼惠,xyɛi˧˩ 'h,hvèi,huei4,嘒嚖暳,,xyɛi˧˩ 'h,hvèi,3,霽,
499,上平23魂,曉,一,合,魂,平,臻,呼昆,xuon˧˧,huon,huen1,昏惛婚棔閽殙𣣏,,xuon˧˧,huon,7,元,
866,下平12庚,曉,二,合,庚,平,梗,虎橫,xʯæŋ˧˧,hwäng,huen1,諻䎕謍嚝喤,,xʯæŋ˧˧,hwäng,5,庚,
483,上平23魂,匣,一,合,魂,平,臻,戸昆,ɣuon˧˧,xuon,huen2,魂㮯䮝𤟤餛餫䴷鼲楎渾沄忶𦸌俒㑮䡣堚𢣒𣝂㨡煇顐𧡡琿,,ɣuon˧˧,xuon,24,元,
864,下平12庚,匣,二,合,庚,平,梗,戸盲,ɣʯæŋ˧˧,xwäng,huen2,橫黌蝗鐄瑝喤鍠䬝㶇䄓潢𤮏𪏓𢘌韹彋,,ɣʯæŋ˧˧,xwäng,16,庚,
1546,上21混,曉,一,合,魂,上,臻,虚本,xuon˨˦ 'x,húon,huen3,𦃕惛,,xuon˨˦ 'x,húon,2,阮,
2952,去43映,匣,二,合,庚,去,梗,戸孟,ɣʯæŋ˧˩ 'h,xwä̀ng,huen4,蝗橫㶇,,ɣʯæŋ˧˩ 'h,xwä̀ng,3,敬,
1873,上38梗,匣,二,合,庚,上,梗,乎䁝,ɣʯæŋ˨˦ 'x,xwä́ng,huen4,卝澋,,ɣʯæŋ˨˦ 'x,xwä́ng,2,梗,
1530,上21混,匣,一,合,魂,上,臻,胡本,ɣuon˨˦ 'x,xúon,huen4,混鯶渾緷焜倱棍䫟睔㮯䚠𨡫䧰掍睴煇,,ɣuon˨˦ 'x,xúon,16,阮,
2610,去26慁,匣,一,合,魂,去,臻,胡困,ɣuon˧˩ 'h,xùon,huen4,慁溷俒圂,,ɣuon˧˩ 'h,xùon,4,願,
2626,去26慁,曉,一,合,魂,去,臻,呼悶,xuon˧˩ 'h,hùon,huen4,惛,,xuon˧˩ 'h,hùon,1,願,
221,上平8微,影,三,開,微,平,止,於希,ʔɨəi˧˧,qyëi,i1,依衣郼譩㛄䧇㥋㐆,,ʔɨəi˧˧,qyëi,8,微,
125,上平5支,影,三,開,支B,平,止,於離,ʔɨɪ˧˧,qyï,i1,漪猗椅旖禕陭欹㾨犄𩕲檹,,ʔɨɪ˧˧,qyï,11,支,
159,上平6脂,影,三,開,脂A,平,止,於脂,ʔi˧˧,qi,i1,伊咿黝黟𧉅,,ʔi˧˧,qi,5,支,
201,上平7之,影,三,開,之,平,止,於其,ʔɨ˧˧,qy,i1,醫毉譩噫㿄,,ʔɨ˧˧,qy,5,支,
305,上平12齊,影,四,開,齊,平,蟹,烏奚,ʔiɛi˧˧,qiei,i1,鷖翳𧫦嫛黳𦎣㙠䃜黟繄䚷𣕁,,ʔiɛi˧˧,qiei,12,齊,
222,上平8微,疑,三,開,微,平,止,魚衣,ŋɨəi˧˧,ngyëi,i2,沂溰,,ŋɨəi˧˧,ngyëi,2,微,
88,上平5支,以,三,開,支A,平,止,弋支,jiɪ˧˧,jiï,i2,移䄬迻𠩗杝鉹袲箷𥠥㥴詑簃䔟熪扅衪暆迆(迤)𤝻栘歋酏匜拸謻𠗺蛇虵螔𠐀𣣢䬁,,jiɪ˧˧,jiï,32,支,
108,上平5支,疑,三,開,支B,平,止,魚羈,ŋɨɪ˧˧,ngyï,i2,宜宐𠣨㝖儀𥪺䣡䴊轙涯崖,,ŋɨɪ˧˧,ngyï,11,支,
145,上平6脂,以,三,開,脂A,平,止,以脂,ji˧˧,ji,i2,姨彞(彝)寅夷峓恞眱𣟗珆蔩𡰥痍䧅荑桋蛦胰鮧羠羡鏔𢓡鴺𡱐跠洟,,ji˧˧,ji,26,支,
184,上平6脂,疑,三,開,脂B,平,止,牛肌,ŋɨi˧˧,ngyi,i2,狋,,ŋɨi˧˧,ngyi,1,支,
187,上平7之,以,三,開,之,平,止,與之,jɨ˧˧,jy,i2,飴𩛛䬮怡弬媐异㼢𣐵鏔圯貽巸洍𦣝𩠞頤詒㺿沶宧𦚟䱌姬台眙瓵遺,,jɨ˧˧,jy,27,支,
189,上平7之,疑,三,開,之,平,止,語其,ŋɨ˧˧,ngy,i2,疑嶷觺,,ŋɨ˧˧,ngy,3,支,
1312,上7尾,影,三,開,微,上,止,於豈,ʔɨəi˨˦ 'x,qyë́i,i3,扆㥋庡僾偯靉,,ʔɨəi˨˦ 'x,qyë́i,6,尾,
